25.51592,-80.412949
25.515931,-80.41288
25.515962,-80.413014
25.516025,-80.412985
25.515988,-80.413039
25.766107,-80.352147
25.766258,-80.352135
25.766405,-80.352123
25.766503,-80.352162
25.766656,-80.352179
25.766712,-80.35221
25.766861,-80.352174
25.76695,-80.352204
25.767062,-80.352133
25.766958,-80.351813
25.766944,-80.351717
25.766973,-80.351478
25.76698,-80.351368
25.766986,-80.351287
25.766981,-80.351157
25.766987,-80.351065
25.766882,-80.351304
25.766782,-80.351544
25.76672,-80.35164
25.766807,-80.351881
25.766703,-80.352029
25.766575,-80.352018
25.766475,-80.35201
25.766343,-80.351942
25.766152,-80.352005
25.765819,-80.351963
25.765577,-80.351894
25.765421,-80.351873
25.76553,-80.351702
25.765501,-80.351555
25.765497,-80.351377
25.765534,-80.351268
25.765553,-80.351095
25.765548,-80.350977
25.765581,-80.35083
25.765528,-80.350734
25.765294,-80.350565
25.765294,-80.350653
25.765348,-80.350643
25.765293,-80.35069
25.765374,-80.350613
25.765365,-80.350716
25.765384,-80.350622
25.765408,-80.350789
25.765385,-80.350858
25.765338,-80.350986
25.76542,-80.35082
25.76536,-80.350771
25.765346,-80.350725
25.765297,-80.350718
25.765336,-80.350688
25.764479,-80.350655
25.762774,-80.350129
25.762277,-80.348321
25.76182,-80.351479
25.762038,-80.352374
25.763545,-80.353117
25.764199,-80.354803
25.764647,-80.355049
25.76474,-80.355106
25.763542,-80.355024
25.763551,-80.352974
25.763591,-80.352989
25.763486,-80.35304
25.76344,-80.353028
25.763473,-80.353114
25.763435,-80.353272
25.763433,-80.353446
25.763411,-80.353719
25.7634,-80.353909
25.763442,-80.354241
25.763394,-80.354422
25.763389,-80.354633
25.763427,-80.354923
25.7634,-80.355213
25.763378,-80.355438
25.763363,-80.355692
25.763376,-80.355869
25.763406,-80.356068
25.763365,-80.356371
25.763436,-80.356581
25.763583,-80.356685
25.763777,-80.356738
25.763939,-80.356694
25.764142,-80.356763
25.7644,-80.356701
25.764623,-80.356807
25.764829,-80.356736
25.765086,-80.356802
25.765158,-80.357052
25.765164,-80.35739
25.765126,-80.357842
25.76515,-80.358049
25.765108,-80.358204
25.765137,-80.3585
25.765094,-80.358832
25.765081,-80.35902
25.765108,-80.359245
25.765112,-80.359433
25.765075,-80.359604
25.765087,-80.359724
25.765096,-80.359973
25.765113,-80.360158
25.765117,-80.360463
25.765101,-80.360847
25.765078,-80.361084
25.765005,-80.361433
25.764962,-80.361625
25.76505,-80.361825
25.765003,-80.36203
25.76499,-80.362205
25.764939,-80.36236
25.765031,-80.362589
25.765005,-80.362932
25.765027,-80.363179
25.76498,-80.363347
25.764959,-80.363709
25.764955,-80.36399
25.765086,-80.364106
25.765131,-80.363835
25.76518,-80.363509
25.765109,-80.363161
25.765125,-80.362951
25.765154,-80.362754
25.765139,-80.36249
25.765143,-80.362135
25.765203,-80.361917
25.765168,-80.361637
25.765209,-80.361366
25.765199,-80.361113
25.765228,-80.360801
25.765275,-80.360498
25.765234,-80.360294
25.765266,-80.360043
25.765259,-80.35981
25.765257,-80.35957
25.765229,-80.359344
25.765265,-80.359029
25.765241,-80.358821
25.765177,-80.358715
25.765235,-80.35854
25.765265,-80.358333
25.765266,-80.358013
25.765387,-80.357768
25.765636,-80.357841
25.766026,-80.357773
25.766293,-80.357765
25.766616,-80.357787
25.76688,-80.357838
25.767155,-80.357849
25.767439,-80.357851
25.767791,-80.357891
25.767923,-80.357894
25.768281,-80.357914
25.76864,-80.357938
25.768696,-80.357742
